skn,ncei_id,station_name,station_id,nws_sid,island,network,elevation,latitude,longitude,start_year,end_year,rf,ta,rh,ws,sw,lw,observer,data_source,edit_notes,nwsli,nesdis_id,name_hads,hads_elev,owner_code_hads,vars_hads,latitude_d_hads,longitude_d_hads,match_notes,name_ncei,mindate_ncei,maxdate_ncei,latitude_ncei,longitude_ncei,name_scan,id_scan,latitude_scan,longitude_scan,nws_kk_name,kk_nws_match_notes,name,nws_id,nws_name
212.1,NA,Nienie Lee,212.1,NA,Bi,State,837,20.0419399,-155.5105551,1976,1983,RF,NA,NA,NA,NA,NA,HHL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nienie Lee,NA,NA
213,NA,Kawela,213,NA,Bi,State,119,20.105095,-155.49683,1917,1983,RF,NA,NA,NA,NA,NA,DAVIS HAMAKUA SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kawela,NA,NA
213.1,NA,New Stable,213.1,NA,Bi,State,343,20.09026947,-155.5000003,1965,1970,RF,NA,NA,NA,NA,NA,HONOKAA SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Stable,NA,NA
214,USC00510840,HAINA 214,510840,NA,Bi,COOP,140,20.09193527,-155.4738903,1885,1994,RF,Ta,NA,NA,NA,NA,HONOKAA SUGAR,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAINA 214,NA,NA
215,USC00511856,HONOKAA TOWN 215,511856,NA,Bi,COOP,326,20.08026947,-155.4672231,1917,2017,RF,Ta,NA,NA,NA,NA,HONOKAA SUGAR,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HONOKAA TOWN 215, HI US",1/1/1919,8/31/2018,20.0849,-155.4824,NA,NA,NA,NA,NA,NA,HONOKAA TOWN 215,NA,NA
215.1,NA,Honokaa Mauka,215.1,NA,Bi,State,360,20.07388088,-155.4588894,1902,1939,RF,NA,NA,NA,NA,NA,HAWN TEL CO,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honokaa Mauka,NA,NA
215.2,NA,Honokaa,215.2,NA,Bi,State,579,20.08027035,-155.4972225,1897,1901,RF,NA,NA,NA,NA,NA,RICHART MISS N,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honokaa,NA,NA
215.3,NA,Ahualoa,215.3,NA,Bi,State,559,20.07138223,-155.4958336,1965,1970,RF,NA,NA,NA,NA,NA,HONOKAA SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ahualoa,NA,NA
215.5,NA,Honokaa,HI-87,HNKH1,BI,Hydronet,387,20.0731,-155.4628,1991,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;RF_Atlas,added nws_SID: HNKH1,HNKH1,B15047DC,HONOKAA 2S,530,NWSPAC,PA PC TA UD UP US VB,20.0731,-155.463,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honokaa,HNKH1, Honokaa                     
216,NA,Paauhau-P Ranch,216,NA,Bi,State,567,20.05527151,-155.4638889,1910,1975,RF,NA,NA,NA,NA,NA,PARKER RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paauhau-P Ranch,NA,NA
216.1,NA,Paauhau-Grieg,216.1,NA,Bi,State,366,20.06360366,-155.4472223,1890,1901,RF,NA,NA,NA,NA,NA,GRIEG TW,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paauhau-Grieg,NA,NA
216.2,NA,Paauhau Mauka,216.2,NA,Bi,State,351,20.0686032,-155.4455557,1905,1910,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paauhau Mauka,NA,NA
216.3,NA,Airport-P Sug,216.3,NA,Bi,State,633,20.04193892,-155.447222,1957,1983,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Airport-P Sug,NA,NA
216.4,NA,Pma Plant,216.4,NA,Bi,State,381,20.06721444,-155.446389,1939,1983,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pma Plant,NA,NA
216.5,NA,Field 003,216.5,NA,Bi,State,280,20.07471374,-155.443056,1965,1970,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 003,NA,NA
216.6,US1HIHI0033,HONOKAA 2.5 SSW,US1HIHI0033,NA,Bi,CoCoRaHS,757,20.0417,-155.4777,2013,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HONOKAA 2.5 SSW, HI US",12/12/2013,9/15/2018,20.0417,-155.4777,NA,NA,NA,NA,NA,NA,HONOKAA 2.5 SSW,NA,NA
216.7,NA,Field 052,216.7,NA,Bi,State,671,20.05249432,-155.4791666,1969,1970,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 052,NA,NA
216.8,USC00512982,KALOPA 216.8,512982,NA,Bi,COOP,396,20.06111,-155.43528,2005,2017,RF,NA,NA,NA,NA,NA,COOP,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KALOPA 216.8,NA,NA
216.9,US1HIHI0034,HONOKAA 2.7 ESE,US1HIHI0034,NA,Bi,CoCoRaHS,333,20.0606,-155.43,2014,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HONOKAA 2.7 ESE, HI US",1/18/2014,9/24/2018,20.0606,-155.43,NA,NA,NA,NA,NA,NA,HONOKAA 2.7 ESE,NA,NA
217,USC00517204,PAAUHAU 217,517204,NA,Bi,COOP,122,20.08360173,-155.4372236,1890,1994,RF,Ta,NA,NA,NA,NA,PAAUHAU SUGAR,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAAUHAU 217,NA,NA
217.2,USC00517209,PAAUHAU MAUKA 217.2,517209,NA,Bi,COOP,341,20.07306,-155.44722,1994,2017,RF,NA,NA,NA,NA,NA,COOP,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAAUHAU MAUKA 217.2, HI US",11/1/1994,7/31/2018,20.0699,-155.4444,NA,NA,NA,NA,NA,NA,PAAUHAU MAUKA 217.2,NA,NA
218,NA,Hamakua Mill,218,NA,Bi,State,55,20.05027003,-155.3588915,1936,1983,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamakua Mill,NA,NA
218.1,NA,PAAUILO,218.1,NA,Ma,State,270,20.063266,-155.3805577,1915,1923,RF,NA,NA,NA,NA,NA,NA,HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAAUILO,NA,NA
218.2,NA,Field 328,218.2,NA,Bi,State,105,20.06026977,-155.3872241,1948,1967,RF,NA,NA,NA,NA,NA,DAVIS HAMAKUA SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 328,NA,NA
219,NA,Kukuihaele,SCAN2097,NA,Bi,SCAN,289,20.1,-155.5166667,2005,2017,RF,Ta,RH,WS,SW,NA,SCAN,SCAN;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kukuihaele,NA,NA
220,NA,Pma,220,NA,Bi,State,354,20.06860319,-155.4438891,1948,1958,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pma,NA,NA
220.1,NA,Kalopa-P Sugar,220.1,NA,Bi,State,274,20.05193765,-155.4038901,1905,1913,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalopa-P Sugar,NA,NA
220.2,NA,Pohakea,220.2,NA,Bi,State,488,20.03693908,-155.4172228,1904,1907,RF,NA,NA,NA,NA,NA,BLACOW CR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pohakea,NA,NA
220.3,NA,Kalopa,220.3,NA,Bi,State,274,20.05193767,-155.4055566,1956,1983,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalopa,NA,NA
220.5,NA,Field 015,220.5,NA,Bi,State,91,20.06749174,-155.4008348,1963,1970,RF,NA,NA,NA,NA,NA,PAAUHAU SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 015,NA,NA
221,USC00517312,PAAUILO 221,517312,NA,Bi,COOP,244,20.03860487,-155.3688913,1903,2017,RF,Ta,NA,NA,NA,NA,HAMAKUA MILL,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAAUILO 221, HI US",1/1/1905,8/31/2018,20.0387,-155.3682,NA,NA,NA,NA,NA,NA,PAAUILO 221,NA,NA
221.1,NA,Field 9,221.1,NA,Bi,State,305,20.02916121,-155.3605582,1955,1967,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 9,NA,NA
221.2,NA,Field 30 (1455),221.2,NA,Bi,State,444,20.03360574,-155.3938905,1955,1967,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 30 (1455),NA,NA
221.3,NA,Hamakua Makai,221.3,NA,Bi,State,229,20.04193799,-155.3738912,1942,1982,RF,NA,NA,NA,NA,NA,HSPA,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamakua Makai,NA,NA
221.4,NA,Field 30 (2340),221.4,NA,Bi,State,713,20.00749664,-155.3883351,1962,1972,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 30 (2340),NA,NA
221.5,NA,Hamakua,221.5,NA,Bi,State,628,20.016386,-155.388056,1975,1990,RF,NA,NA,NA,NA,NA,UHAES,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamakua,NA,NA
221.6,US1HIHI0015,PAAUILO 2.5 WSW,US1HIHI0015,NA,Bi,CoCoRaHS,576,20.0275,-155.4063,2012,2014,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAAUILO 2.5 WSW,NA,NA
221.7,US1HIHI0050,PAAUILO 2.4 SW,US1HIHI0050,NA,Bi,CoCoRaHS,613,20.019,-155.3988,2015,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAAUILO 2.4 SW, HI US",10/24/2015,9/24/2018,20.019,-155.3988,NA,NA,NA,NA,NA,NA,PAAUILO 2.4 SW,NA,NA
222,USC00514815,KUKAIAU 222,514815,NA,Bi,COOP,256,20.02693892,-155.3422253,1895,1994,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KUKAIAU 222,NA,NA
222.1,NA,Coffee Plant,222.1,NA,Bi,State,488,20.01360698,-155.3472253,1895,1905,RF,NA,NA,NA,NA,NA,KUKAIAU RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coffee Plant,NA,NA
222.2,NA,Kainehe,222.2,NA,Bi,State,450,20.02693918,-155.3577805,1894,1907,RF,NA,NA,NA,NA,NA,BLACOW CR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kainehe,NA,NA
222.3,NA,Korean Camp,222.3,NA,Bi,State,534,20.00860738,-155.3438921,1920,1938,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean Camp,NA,NA
222.4,NA,Paauilo-Notley,222.4,NA,Bi,State,76,20.04027122,-155.3625026,1892,1902,RF,NA,NA,NA,NA,NA,NOTLEY C,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paauilo-Notley,NA,NA
222.5,NA,Station 39,222.5,NA,Bi,State,579,20.00027466,-155.3272258,1920,1938,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Station 39,NA,NA
222.6,NA,Sugahara Camp,222.6,NA,Bi,State,79,20.04027059,-155.3372254,1892,1941,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sugahara Camp,NA,NA
222.7,NA,Field 116,222.7,NA,Bi,State,134,20.03166021,-155.325559,1955,1967,RF,NA,NA,NA,NA,NA,HAMAKUA MILL,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 116,NA,NA
222.8,US1HIHI0043,PAAUILO 4.8 SE,US1HIHI0043,NA,Bi,CoCoRaHS,540,19.996,-155.3179,2014,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAAUILO 4.8 SE,NA,NA
223,USC00517131,OOKALA 223,517131,NA,Bi,COOP,131,20.01527222,-155.2838932,1891,1993,RF,Ta,NA,NA,NA,NA,LAUPAHOEHOE SUG,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOKALA 223,NA,NA
225.1,NA,Veg19,225.1,NA,Bi,State,1179,20.054063,-155.697767,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg19,NA,NA
225.11,NA,SimVeg_BI2,225.11,NA,Bi,State,22,20.159448,-155.648852,NA,NA,RF,NA,NA,NA,NA,NA,Simulated,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SimVeg_BI2,NA,NA
225.2,NA,Veg20,225.2,NA,Bi,State,1643,19.192473,-155.655512,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg20,NA,NA
225.3,NA,Veg21,225.3,NA,Bi,State,1647,19.271955,-155.558471,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg21,NA,NA
225.4,NA,Veg22,225.4,NA,Bi,State,1591,19.35234,-155.483197,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg22,NA,NA
225.5,NA,Veg23,225.5,NA,Bi,State,699,19.339039,-155.133248,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg23,NA,NA
225.6,NA,Veg24,225.6,NA,Bi,State,401,19.354805,-155.060398,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg24,NA,NA
225.7,NA,Veg25,225.7,NA,Bi,State,451,19.239102,-155.412117,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg25,NA,NA
225.8,NA,Veg26,225.8,NA,Bi,State,1591,19.511038,-155.313316,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg26,NA,NA
225.9,NA,SimVeg_BI1,225.9,NA,Bi,State,68,20.177964,-155.683799,NA,NA,RF,NA,NA,NA,NA,NA,Simulated,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SimVeg_BI1,NA,NA
247.1,NA,Veg14,247.1,NA,Ma,State,1241,20.851435,-156.600798,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg14,NA,NA
247.2,NA,Veg15,247.2,NA,Ma,State,1172,20.842013,-156.548324,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg15,NA,NA
247.3,NA,Veg16,247.3,NA,Ma,State,1184,20.866317,-156.610046,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg16,NA,NA
247.5,NA,Veg18,247.5,NA,Ma,State,2051,20.681185,-156.247444,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg18,NA,NA
247.6,NA,Veg28,247.6,NA,Ma,State,1996,20.719642,-156.150272,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg28,NA,NA
247.7,NA,Veg29,247.7,NA,Ma,State,693,20.867732,-156.569135,NA,NA,RF,NA,NA,NA,NA,NA,Jon Price,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veg29,NA,NA
247.8,NA,SimVeg_WMaui,247.8,NA,Ma,State,1272,20.853384,-156.559063,NA,NA,RF,NA,NA,NA,NA,NA,Simulated,RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SimVeg_WMaui,NA,NA
248,NA,Kanahena,248,NA,Ma,State,259,20.62681283,-156.4121829,1925,1953,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kanahena,NA,NA
248.1,NA,Papaka,248.1,NA,Ma,State,299,20.61459175,-156.3999612,1955,1975,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papaka,NA,NA
248.2,NA,Keoneoio,248.2,NA,Ma,State,3,20.60014856,-156.4199605,1971,1975,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keoneoio,NA,NA
249,NA,Makena,249,NA,Ma,State,3,20.64625562,-156.4424595,1965,1975,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makena,NA,NA
249.1,USC00515842,MAKENA GOLF CRS 249.1,515842,NA,Ma,COOP,30,20.6420893,-156.4388486,1982,2017,RF,Ta,NA,NA,NA,NA,MAKE GC,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAKENA GLF CRS 249.1, HI US",5/1/1982,9/21/2018,20.6419,-156.44,NA,NA,NA,NA,NA,NA,MAKENA GOLF CRS 249.1,NA,NA
250,USC00518760,ULUPALAKUA RANCH 250,518760,NA,Ma,COOP,579,20.648174,-156.398497,1905,2017,RF,Ta,NA,NA,NA,NA,ULUPALAKUA RANCH,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ULUPALAKUA RANCH 250, HI US",1/1/1955,9/23/2018,20.6487,-156.3982,NA,NA,NA,NA,NA,NA,ULUPALAKUA RANCH 250,NA,NA
250.2,NA,Ulupalakua Ranch,HI-64,ULUH1,Ma,Hydronet,582,20.6494,-156.3981,1905,2017,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH;Hydronet,Hydronet;NCEI;RF_Atlas,confirmed skn from AF; removed NCEI_ID:USC00518760 ehich is co-located Coop SKN:250,ULUH1,8170531A,ULUPALAKUA RANCH NEAR PUKALANI 14SSW,2620,NWSPAC,PC,20.6494,-156.398,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Ulupalakua,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Ulupalakua Ranch,ULUH1, Ulupalakua (14003)          
251,NA,Kanaio,251,NA,Ma,State,866,20.63125696,-156.3591294,1965,1967,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kanaio,NA,NA
251.1,NA,Luapelani,251.1,NA,Ma,State,878,20.63764525,-156.3771843,1967,1975,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luapelani,NA,NA
252,USC00510175,AUWAHI 252,510175,NA,Ma,COOP,628,20.62014695,-156.3288529,1925,1998,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AUWAHI 252,NA,NA
253,NA,Auwahi,HN141,NA,Ma,HaleNet,1166,20.64422222,-156.3420556,2000,2017,RF,Ta,RH,WS,Sw,Lw,HaleNet,UHM_Geography;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auwahi,NA,NA
254,NA,Kahikinui,254,NA,Ma,State,427,20.62014712,-156.2688556,1925,1966,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kahikinui,NA,NA
254.1,NA,Manukahi,254.1,NA,Ma,State,1006,20.64070062,-156.2905213,1955,1966,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manukahi,NA,NA
254.2,NA,Kaulaula,254.2,NA,Ma,State,1159,20.64264486,-156.312187,1967,1975,RF,NA,NA,NA,NA,NA,ULUPALAKUA RANCH,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaulaula,NA,NA
